ID,DATA,DIALOG,CLASS,,
2468,มีอาการชักเกร็ง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2469,ตะคริวที่มือหรือปลายแขน,18,ชัก มือเท้าเกร็ง ตะคริว,,
2470,กล้ามเนื้อเกิดการหดเกร็งตัวอย่างฉับพลัน,18,ชัก มือเท้าเกร็ง ตะคริว,,
2471,อาการเกร็ง มือจีบ,18,ชัก มือเท้าเกร็ง ตะคริว,,
2472,แขนขามีอาการชักเกร็ง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2473,แขนขามีอาการชักเกร็งรุนแรง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2474,เป็นตะคริวที่น่องขา,18,ชัก มือเท้าเกร็ง ตะคริว,,
2475,มีตะคริวเกิดขึ้นตามแขนตามขา,18,ชัก มือเท้าเกร็ง ตะคริว,,
2476,มีอาการมือขาเท้าเกร็ง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2477,เท้าชักเกร็ง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2478,มีอาการชักเกร็งในผู้หญิง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2479,มีอาการชักเกร็งในผู้ชาย,18,ชัก มือเท้าเกร็ง ตะคริว,,
2480,เป็นตะคริวที่ขาหลัง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2481,เป็นตะคริวที่แขนข้างขวา,18,ชัก มือเท้าเกร็ง ตะคริว,,
2482,ตะคริวกินที่ขา,18,ชัก มือเท้าเกร็ง ตะคริว,,
2483,ตะคริวกินที่กลางหลัง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2484,ตะคริวกินที่แขน,18,ชัก มือเท้าเกร็ง ตะคริว,,
2485,ตะคริวกินที่น่องขา,18,ชัก มือเท้าเกร็ง ตะคริว,,
2486,มีอาการตะคริวกินที่ขา,18,ชัก มือเท้าเกร็ง ตะคริว,,
2487,มีอาการตะคริวกินที่กลางหลัง,18,ชัก มือเท้าเกร็ง ตะคริว,,
2488,อาการตะคริวกินที่แขน,18,ชัก มือเท้าเกร็ง ตะคริว,,
2489,อาการตะคริวกินที่น่องขา,18,ชัก มือเท้าเกร็ง ตะคริว,,
2490,มีการมือเท้าเกร็งหลังจาก เป็นตะคริว,18,ชัก มือเท้าเกร็ง ตะคริว,,
2491,มีการแขนขาเกร็งหลังจาก เป็นตะคริว,18,ชัก มือเท้าเกร็ง ตะคริว,,
2492,แขนขามีอาการหดเกร็งของกล้ามเนื้อ,18,ชัก มือเท้าเกร็ง ตะคริว,,
2493,ขามีอาการหดเกร็งของกล้ามเนื้อ,18,ชัก มือเท้าเกร็ง ตะคริว,,
2494,แขนมีอาการหดเกร็งของกล้ามเนื้อ,18,ชัก มือเท้าเกร็ง ตะคริว,,
2495,ขาและเท้ามีอาการหดเกร็งของกล้ามเนื้อ,18,ชัก มือเท้าเกร็ง ตะคริว,,
2496,มีอาการชักกระตุกที่ปลายนิ้ว,18,ชัก มือเท้าเกร็ง ตะคริว,,
2497,มีอาการชักกระตุกที่ปลายนิ้วมือ,18,ชัก มือเท้าเกร็ง ตะคริว,,
2498,มีอาการชักกระตุกที่แขน,18,ชัก มือเท้าเกร็ง ตะคริว,,
2499,มีอาการชักกระตุกที่ขา,18,ชัก มือเท้าเกร็ง ตะคริว,,
2500,มีอาการชักกระตุกที่ปลายเท้า,18,ชัก มือเท้าเกร็ง ตะคริว,,
2501,ขยับแขนขาไม่ได้,19,อัมพาต หนังตาตก,,
2502,อัมพาต,19,อัมพาต หนังตาตก,,
2503,แขนขาอ่อนแรง,19,อัมพาต หนังตาตก,,
2504,แขนอ่อนแรง,19,อัมพาต หนังตาตก,,
2505,ขาอ่อนแรง,19,อัมพาต หนังตาตก,,
2506,กล้ามเนื้อใบหน้าอ่อนแรง,19,อัมพาต หนังตาตก,,
2507,กล้ามเนื้ออ่อนแรง,19,อัมพาต หนังตาตก,,
2508,กล้ามเนื้อแขนอ่อนแรง,19,อัมพาต หนังตาตก,,
2509,กล้ามเนื้อขาอ่อนแรง,19,อัมพาต หนังตาตก,,
2510,หนังตาตก,19,อัมพาต หนังตาตก,,
2511,กล้ามเนื้อตาตก,19,อัมพาต หนังตาตก,,
2512,ตาปรือ,19,อัมพาต หนังตาตก,,
2513,ขยับขาไม่ได้,19,อัมพาต หนังตาตก,,
2514,ขยับแขนไม่ได้,19,อัมพาต หนังตาตก,,
2515,ขยับเขยื้อนไม่ได้,19,อัมพาต หนังตาตก,,
2516,ขยับร่างกายได้น้อยกว่าปกติ,19,อัมพาต หนังตาตก,,
2517,ขยับแขนขาได้น้อยกว่าปกติ,19,อัมพาต หนังตาตก,,
2518,ขยับแขนได้น้อยกว่าปกติ,19,อัมพาต หนังตาตก,,
2519,ขยับขาได้น้อยกว่าปกติ,19,อัมพาต หนังตาตก,,
2520,เป็นอัมพาตครึ่งตัว,19,อัมพาต หนังตาตก,,
2521,อัมพาตที่แขน,19,อัมพาต หนังตาตก,,
2522,อัมพาตที่ขา,19,อัมพาต หนังตาตก,,
2523,อัมพาตที่ตัว,19,อัมพาต หนังตาตก,,
2524,อัมพาตแขนและขา,19,อัมพาต หนังตาตก,,
2525,ไม่สามารถขยับแขนขาได้,19,อัมพาต หนังตาตก,,
2526,ร่างกายเป็นอัมพาต,19,อัมพาต หนังตาตก,,
2527,มีอาการแขนขาอ่อนแรง,19,อัมพาต หนังตาตก,,
2528,มีอาการแขนอ่อนแรง,19,อัมพาต หนังตาตก,,
2529,มีอาการขาอ่อนแรง,19,อัมพาต หนังตาตก,,
2530,มีอาการกล้ามเนื้อใบหน้าอ่อนแรง,19,อัมพาต หนังตาตก,,
2531,มีอาการกล้ามเนื้ออ่อนแรง,19,อัมพาต หนังตาตก,,
2532,มีอาการกล้ามเนื้อแขนอ่อนแรง,19,อัมพาต หนังตาตก,,
2533,อาการกล้ามเนื้อขาอ่อนแรง,19,อัมพาต หนังตาตก,,
2534,อาการหนังตาตก,19,อัมพาต หนังตาตก,,
2535,กล้ามเนื้อตา ไม่มีแรง,19,อัมพาต หนังตาตก,,
2536,มีอาการตาปรือ,19,อัมพาต หนังตาตก,,
2537,ไม่สามารถขยับขาได้,19,อัมพาต หนังตาตก,,
2538,ไม่สามารถขยับแขนได้,19,อัมพาต หนังตาตก,,
2539,ไม่สามารถขยับเขยื้อนไปไหนได้,19,อัมพาต หนังตาตก,,
2540,มีการขยับร่างกายได้น้อยกว่าที่เคยเป็น,19,อัมพาต หนังตาตก,,
2541,ขยับแขนขาได้น้อยกว่าที่เคยทำได้,19,อัมพาต หนังตาตก,,
2542,ไม่สามารถขยับแขนได้,19,อัมพาต หนังตาตก,,
2543,ไม่สามารถขยับเขยื้อนขาได้,19,อัมพาต หนังตาตก,,
2544,ผมเป็นอัมพาตครึ่งตัว,19,อัมพาต หนังตาตก,,
2545,ผมอัมพาตที่แขน,19,อัมพาต หนังตาตก,,
2546,เราอัมพาตที่ขา,19,อัมพาต หนังตาตก,,
2547,กระผมอัมพาตที่ตัว,19,อัมพาต หนังตาตก,,
2548,ข้าพเจ้าอัมพาตแขนและขา,19,อัมพาต หนังตาตก,,
2549,กล้ามเนื้อใบหน้าไม่มีแรง,19,อัมพาต หนังตาตก,,
2550,กล้ามเนื้อไม่มีแรง,19,อัมพาต หนังตาตก,,
2551,กล้ามเนื้อแขนไม่มีแรง,19,อัมพาต หนังตาตก,,
2552,กล้ามเนื้อขาไม่มีแรง,19,อัมพาต หนังตาตก,,
2553,กล้ามเนื้อตรงใบหน้าไม่มีแรง,19,อัมพาต หนังตาตก,,
2554,กล้ามเนื้อของใบหน้าไม่มีแรง,19,อัมพาต หนังตาตก,,
2555,ขยับขาได้น้อยลง,19,อัมพาต หนังตาตก,,
2556,ขยับแขนได้น้อยลง,19,อัมพาต หนังตาตก,,
2557,ขยับเขยื้อนได้น้อยลง,19,อัมพาต หนังตาตก,,
2558,ไม่สามารถขยับกล้ามเนื้อตาได้อย่างอิสระ,19,อัมพาต หนังตาตก,,
2559,กล้ามเนื้อขยับเขยื้อนลำบาก,19,อัมพาต หนังตาตก,,
2560,กล้ามเนื้อขยับลำบาก,19,อัมพาต หนังตาตก,,
2561,ไม่มีแรงขยับหนังตา,19,อัมพาต หนังตาตก,,
2562,ไม่สามารถขยับหน้าตาได้,19,อัมพาต หนังตาตก,,
2563,หนังตาหนักกว่าปกติ,19,อัมพาต หนังตาตก,,
2564,ตาปรือแบบคนง่วงนอน,19,อัมพาต หนังตาตก,,
2565,อาการหนังตาตกขยับไม่ได้,19,อัมพาต หนังตาตก,,
2566,เป็นอัมพาต ไม่มีแรงขยับร่างกาย,19,อัมพาต หนังตาตก,,
2567,เป็นอัมพาต ไม่มีแรงขยับขยับแขนขา,19,อัมพาต หนังตาตก,,
2568,ลืมตาไม่ขึ้น,19,อัมพาต หนังตาตก,,
2569,ลืมตาไม่ขึ้น เพราะหนังตาหนักเกินไป,19,อัมพาต หนังตาตก,,
2570,การอ่อนแรงมักจะเกิดขึ้นที่ขา,19,อัมพาต หนังตาตก,,
2571,อาการที่เปลือกตามีความหย่อน,19,อัมพาต หนังตาตก,,
2572,อาการที่เปลือกตามีความหย่อนหรือยืดตัวมากเกินไป,19,อัมพาต หนังตาตก,,
2573,อาการที่เปลือกตามีการยืดตัวมากเกินไป,19,อัมพาต หนังตาตก,,
2574,ไม่มีแรงพูด,19,อัมพาต หนังตาตก,,
2575,พูดไม่ได้,19,อัมพาต หนังตาตก,,
2576,กล้ามเนื้อหน้าทำงานไม่เท่ากัน,19,อัมพาต หนังตาตก,,
2577,ร่างกายตอบสนองช้า,19,อัมพาต หนังตาตก,,
2578,บริเวณตาและมุมปากตก,19,อัมพาต หนังตาตก,,
2579,ภาวะกล้ามเนื้อหนังตาหย่อน,19,อัมพาต หนังตาตก,,
2580,เปลือกตาบนตกลงมาต่ำกว่าปกติ,19,อัมพาต หนังตาตก,,
2581,กล้ามเนื้อร่างกายอ่อนแรง,19,อัมพาต หนังตาตก,,
2582,หนังตาหย่อน,19,อัมพาต หนังตาตก,,
2583,กล้ามเนื้อหนังตาหย่อน,19,อัมพาต หนังตาตก,,
2584,เปลือกตาบนตก,19,อัมพาต หนังตาตก,,
2585,แขนขาตอบสนองช้า,19,อัมพาต หนังตาตก,,
2586,แขนตอบสนองช้า,19,อัมพาต หนังตาตก,,
2587,ขาตอบสนองช้า,19,อัมพาต หนังตาตก,,
2588,กล้ามเนื้อทำงานผิดปกติ,19,อัมพาต หนังตาตก,,
2589,ภาวะที่สมองขาดเลือด,19,อัมพาต หนังตาตก,,
2590,เลือดไปเลี้ยงสมองไม่พอยังผลให้เซลล์ในสมอง,19,อัมพาต หนังตาตก,,
2591,ไม่มีแรงขยับปาก,19,อัมพาต หนังตาตก,,
2592,ไม่มีแรงที่จะสามารถพูดได้,19,อัมพาต หนังตาตก,,
2593,ไม่สามารถพูดได้,19,อัมพาต หนังตาตก,,
2594,ไม่มีแรงในการพูด,19,อัมพาต หนังตาตก,,
2595,อัมพาต หนังตาตก,19,อัมพาต หนังตาตก,,
2596,อัมพาตและหนังตาตก,19,อัมพาต หนังตาตก,,
2597,อาการอัมพาตและหนังตาตก,19,อัมพาต หนังตาตก,,
2598,ขยับร่างกายไปตำแหน่งอื่นไม่ได้,19,อัมพาต หนังตาตก,,
2599,แขนขาตอบสนองช้ากว่าปกติมาก,19,อัมพาต หนังตาตก,,
2600,เป็นอัมพาต,19,อัมพาต หนังตาตก,,
2601,ชา,20,ชา,,
2602,แขนชา,20,ชา,,
2603,ขาชา,20,ชา,,
2604,เท้าชา,20,ชา,,
2605,มือชา,20,ชา,,
2606,นิ้วชา,20,ชา,,
2607,ปลายนิ้วชา,20,ชา,,
2608,ปลายเท้าชา,20,ชา,,
2609,ปลายมือชา,20,ชา,,
2610,อาการผิดปกติของระบบประสาท,20,ชา,,
2611,ชาปาก,20,ชา,,
2612,ชาเฉพาะที่,20,ชา,,
2613,ชาปลายเท้า,20,ชา,,
2614,ชาปลายมือ,20,ชา,,
2615,ชาเท้า,20,ชา,,
2616,ชามือ,20,ชา,,
2617,ชานิ้วมือ,20,ชา,,
2618,ชาแขน,20,ชา,,
2619,มีอาการชา,20,ชา,,
2620,มีอาการแขนชา,20,ชา,,
2621,มีอาการขาชา,20,ชา,,
2622,มีอาการเท้าชา,20,ชา,,
2623,มีอาการมือชา,20,ชา,,
2624,มีอาการนิ้วชา,20,ชา,,
2625,มีอาการปลายนิ้วชา,20,ชา,,
2626,มีอาการปลายเท้าชา,20,ชา,,
2627,มีอาการปลายมือชา,20,ชา,,
2628,อาการชาปาก,20,ชา,,
2629,อาการชาเฉพาะที่,20,ชา,,
2630,อาการชาปลายเท้า,20,ชา,,
2631,อาการชาปลายมือ,20,ชา,,
2632,อาการชาเท้า,20,ชา,,
2633,อาการชามือ,20,ชา,,
2634,อาการชานิ้วมือ,20,ชา,,
2635,อาการชาแขน,20,ชา,,
2636,มีความผิดปกติของระบบประสาท,20,ชา,,
2637,มือเท้าชา,20,ชา,,
2638,ปากมือเท้าชา,20,ชา,,
2639,ผมมีอาการชาเกิดขึ้นที่แขนซ้าย,20,ชา,,
2640,เรามีอาการขาชา,20,ชา,,
2641,แขนขวามีอาการชา,20,ชา,,
2642,ขาซ้ายชา,20,ชา,,
2643,เท้าข้างขวามีอาการชาที่ปลายเท้า,20,ชา,,
2644,มือและนิ้วมีอาการชา,20,ชา,,
2645,นิ้วของผมชา,20,ชา,,
2646,ปลายนิ้วมีอาการชา,20,ชา,,
2647,ปลายเท้ามีอาการชา,20,ชา,,
2648,ปลายมือมีอาการชา,20,ชา,,
2649,ผมรู้สึกว่ามีอาการชาที่ปลายเท้าปลายมือ,20,ชา,,
2650,ผมรู้สึกว่ามีอาการแขนชา,20,ชา,,
2651,ผมรู้สึกว่ามีอาการขาชา,20,ชา,,
2652,ผมรู้สึกว่ามีอาการเท้าชา,20,ชา,,
2653,ผมรู้สึกว่ามีอาการมือชา,20,ชา,,
2654,ผมรู้สึกว่ามีอาการนิ้วชา,20,ชา,,
2655,ผมรู้สึกว่ามีอาการปลายนิ้วชา,20,ชา,,
2656,ผมรู้สึกว่ามีอาการปลายเท้าชา,20,ชา,,
2657,ผมรู้สึกว่ามีอาการปลายมือชา,20,ชา,,
2658,ผมรู้สึกว่ามีอาการชาที่ปาก,20,ชา,,
2659,อาการชาเฉพาะที่แขนครับ,20,ชา,,
2660,ผมรู้สึกว่ามีอาการชาที่ปลายเท้า,20,ชา,,
2661,ผมรู้สึกว่าอาการชาที่ปลายมือ,20,ชา,,
2662,อาการชาที่เท้า,20,ชา,,
2663,อาการชาที่มือ,20,ชา,,
2664,อาการชาที่นิ้วมือ,20,ชา,,
2665,อาการชาที่แขน,20,ชา,,
2666,ผมมีอาการชาที่ปลายนิ้วเท้าและนิ้วมือ,20,ชา,,
2667,ชาที่แขนและขา,20,ชา,,
2668,ชาที่ปากและแขน,20,ชา,,
2669,ชาที่ปากและเท้า,20,ชา,,
2670,ชาแขนและขา,20,ชา,,
2671,ชาตามแขน,20,ชา,,
2672,ชาตามขา,20,ชา,,
2673,ชาตามหน้า,20,ชา,,
2674,ชาที่แขนซ้าย,20,ชา,,
2675,ชาที่แขนขา,20,ชา,,
2676,มีอาการชาที่แขนและขา,20,ชา,,
2677,มีอาการชาที่ปากและแขน,20,ชา,,
2678,มีอาการชาที่ปากและเท้า,20,ชา,,
2679,มีอาการชาแขนและขา,20,ชา,,
2680,มีอาการชาตามแขน,20,ชา,,
2681,มีอาการชาตามขา,20,ชา,,
2682,มีอาการชาตามหน้า,20,ชา,,
2683,มีอาการชาที่แขนซ้าย,20,ชา,,
2684,มีอาการชาที่แขนขา,20,ชา,,
2685,ชาที่ปลายประสาท,20,ชา,,
2686,ความรู้สึกว่ามีเหมือนเข็มทิ่ม,20,ชา,,
2687,ความรู้สึกเหมือนเข็มทิ่ม,20,ชา,,
2688,มีอาการชาคล้ายเข็มทิ่ม,20,ชา,,
2689,รู้สึกเหมือนเข็มทิ่ม,20,ชา,,
2690,รู้สึกเหมือนมีเข็มทิ่ม,20,ชา,,
2691,รู้สึกเหมือนเข็มทิ่มที่แขนขา,20,ชา,,
2692,รู้สึกเหมือนมีเข็มทิ่มมือและเท้า,20,ชา,,
2693,เหมือนมีเข็มทิ่มตรงที่เท้า,20,ชา,,
2694,เหมือนมีเข็มทิ่มตรงที่ขาและเท้า,20,ชา,,
2695,เหมือนมีเข็มทิ่มตั้งแต่ขาลงไป,20,ชา,,
2696,เหมือนมีเข็มทิ่มตั้งแต่ขาลงไปถึงเท้า,20,ชา,,
2697,มีอาการชาที่แขนซ้าย เหมือนมีเข็มหลายๆอันทิ่ม,20,ชา,,
2698,เหมือนอะไรทิ่มเข้ามาที่แขนขายุบยิบ,20,ชา,,
2699,ชาที่ปลายแขนปลายขา,20,ชา,,
2700,อาการชาที่นิ้วมือนิ้วเท้า,20,ชา,,
2701,ปวดศีรษะ,21,ปวดศีรษะ,,
2702,ปวดหัว,21,ปวดศีรษะ,,
2703,ปวดตื้อ,21,ปวดศีรษะ,,
2704,ปวดมึน,21,ปวดศีรษะ,,
2705,ปวดตุบ,21,ปวดศีรษะ,,
2706,ปวดตุบๆ,21,ปวดศีรษะ,,
2707,ปวดไมเกรน,21,ปวดศีรษะ,,
2708,ปวดหัวไมเกรน,21,ปวดศีรษะ,,
2709,ปวดหัวตื้อ,21,ปวดศีรษะ,,
2710,ปวดหัวมึน,21,ปวดศีรษะ,,
2711,ปวดหัวตุบ,21,ปวดศีรษะ,,
2712,ปวดหัวตุบๆ,21,ปวดศีรษะ,,
2713,ปวดศีรษะไมเกรน,21,ปวดศีรษะ,,
2714,ปวดศีรษะตื้อ,21,ปวดศีรษะ,,
2715,ปวดศีรษะมึน,21,ปวดศีรษะ,,
2716,ปวดศีรษะตุบ,21,ปวดศีรษะ,,
2717,ปวดศีรษะตุบๆ,21,ปวดศีรษะ,,
2718,มีอาการปวดศีรษะ,21,ปวดศีรษะ,,
2719,มีอาการปวดหัว,21,ปวดศีรษะ,,
2720,อาการปวดตื้อ,21,ปวดศีรษะ,,
2721,มีอาการปวดมึน,21,ปวดศีรษะ,,
2722,อาการปวดตุบ,21,ปวดศีรษะ,,
2723,อาการปวดตุบๆ,21,ปวดศีรษะ,,
2724,อาการปวดไมเกรน,21,ปวดศีรษะ,,
2725,มีอาการปวดหัวไมเกรน,21,ปวดศีรษะ,,
2726,มีอาการปวดหัวตื้อ,21,ปวดศีรษะ,,
2727,มีอาการปวดหัวมึน,21,ปวดศีรษะ,,
2728,อาการปวดหัวตุบ,21,ปวดศีรษะ,,
2729,มีอาการปวดหัวตุบๆ,21,ปวดศีรษะ,,
2730,มีอาการปวดศีรษะไมเกรน,21,ปวดศีรษะ,,
2731,มีอาการปวดศีรษะตื้อ,21,ปวดศีรษะ,,
2732,อาการปวดศีรษะมึน,21,ปวดศีรษะ,,
2733,อาการปวดศีรษะตุบ,21,ปวดศีรษะ,,
2734,มีอาการปวดศีรษะตุบๆ,21,ปวดศีรษะ,,
2735,อาการปวดที่เกิดขึ้นบริเวณศีรษะ,21,ปวดศีรษะ,,
2736,มีอาการปวดหัวเป็นช่วงๆ ,21,ปวดศีรษะ,,
2737,มีอาการปวดหัวแบบเป็นๆหายๆ,21,ปวดศีรษะ,,
2738,ปวดหัวมาก,21,ปวดศีรษะ,,
2739,ปวดหลังหัวมากเลยครับ,21,ปวดศีรษะ,,
2740,ปวดศีรษะมาก,21,ปวดศีรษะ,,
2741,ปวดหลังศีรษะมากเลยครับ,21,ปวดศีรษะ,,
2742,ปวดศีรษะข้างขวา,21,ปวดศีรษะ,,
2743,ปวดหัวบริเวณขมับ,21,ปวดศีรษะ,,
2744,ปวดตื้อตื้อ,21,ปวดศีรษะ,,
2745,ปวดหัวและมีอาการมึนหัวด้วยครับ,21,ปวดศีรษะ,,
2746,ปวดตุบตุบ,21,ปวดศีรษะ,,
2747,ปวดหัวไมเกรนรอบหัว,21,ปวดศีรษะ,,
2748,ปวดรอบหัวเลย,21,ปวดศีรษะ,,
2749,ปวดหัวมึนมึนครับ,21,ปวดศีรษะ,,
2750,ปวดหัวมึนๆครับ,21,ปวดศีรษะ,,
2751,มีอาการปวดหัวมึนมึนครับ,21,ปวดศีรษะ,,
2752,มีอาการปวดรอบหัวเลย,21,ปวดศีรษะ,,
2753,มีอาการปวดหัวข้างขวาเลย,21,ปวดศีรษะ,,
2754,มีอาการปวดหัวข้างซ้ายเลย,21,ปวดศีรษะ,,
2755,มีอาการปวดหัวด้านขวาเลย,21,ปวดศีรษะ,,
2756,มีอาการปวดหัวด้านซ้ายเลย,21,ปวดศีรษะ,,
2757,ปวดศีรษะบริเวณขมับ,21,ปวดศีรษะ,,
2758,ปวดศีรษะตื้อตื้อ,21,ปวดศีรษะ,,
2759,ปวดศีรษะและมีอาการมึนหัวด้วยครับ,21,ปวดศีรษะ,,
2760,ปวดศีรษะตุบตุบ,21,ปวดศีรษะ,,
2761,ปวดศีรษะไมเกรนรอบหัว,21,ปวดศีรษะ,,
2762,ปวดรอบศีรษะเลย,21,ปวดศีรษะ,,
2763,ปวดศีรษะมึนมึนครับ,21,ปวดศีรษะ,,
2764,ปวดศีรษะมึนๆครับ,21,ปวดศีรษะ,,
2765,มีอาการปวดศีรษะมึนมึนครับ,21,ปวดศีรษะ,,
2766,มีอาการปวดรอบศีรษะเลย,21,ปวดศีรษะ,,
2767,มีอาการปวดศีรษะข้างขวาเลย,21,ปวดศีรษะ,,
2768,มีอาการปวดศีรษะข้างซ้ายเลย,21,ปวดศีรษะ,,
2769,มีอาการปวดศีรษะด้านขวาเลย,21,ปวดศีรษะ,,
2770,มีอาการปวดศีรษะด้านซ้ายเลย,21,ปวดศีรษะ,,
2771,ปวดศีรษะและมีอาการมึนศีรษะด้วยครับ,21,ปวดศีรษะ,,
2772,ปวดหัวตื้อตื้อ,21,ปวดศีรษะ,,
2773,ปวดหัวตุบตุบ,21,ปวดศีรษะ,,
2774,ปวดหัวข้างขวาตุบตุบ,21,ปวดศีรษะ,,
2775,ปวดหัวข้างซ้ายตุบๆ,21,ปวดศีรษะ,,
2776,ปวดหัวข้างหลังตุบตุบ,21,ปวดศีรษะ,,
2777,ปวดหัวตุบๆบริเวณหน้าผาก,21,ปวดศีรษะ,,
2778,ปวดหัวตุบตุบบริเวณหลังหัว,21,ปวดศีรษะ,,
2779,ปวดที่ใบหน้า,21,ปวดศีรษะ,,
2780,ปวดบริเวณใบหน้า,21,ปวดศีรษะ,,
2781,ปวดบริเวณใบหน้าข้างขวา,21,ปวดศีรษะ,,
2782,ปวดบริเวณใบหน้าข้างซ้าย,21,ปวดศีรษะ,,
2783,ปวดที่ใบหน้าข้างขวา,21,ปวดศีรษะ,,
2784,ปวดที่ใบหน้าข้างซ้าย,21,ปวดศีรษะ,,
2785,ผมปวดหัวตื้อตื้อ,21,ปวดศีรษะ,,
2786,ผมปวดหัวตุบตุบ,21,ปวดศีรษะ,,
2787,ผมปวดหัวข้างขวาตุบตุบ,21,ปวดศีรษะ,,
2788,ผมปวดหัวข้างซ้ายตุบๆ,21,ปวดศีรษะ,,
2789,ผมปวดหัวข้างหลังตุบตุบ,21,ปวดศีรษะ,,
2790,ผมปวดหัวตุบๆบริเวณหน้าผาก,21,ปวดศีรษะ,,
2791,ผมปวดหัวตุบตุบบริเวณหลังหัว,21,ปวดศีรษะ,,
2792,ฉันปวดที่ใบหน้า,21,ปวดศีรษะ,,
2793,เราปวดบริเวณใบหน้า,21,ปวดศีรษะ,,
2794,กระผมปวดบริเวณใบหน้าข้างขวา,21,ปวดศีรษะ,,
2795,ดิฉันปวดบริเวณใบหน้าข้างซ้าย,21,ปวดศีรษะ,,
2796,ฉันปวดที่ใบหน้าข้างขวา,21,ปวดศีรษะ,,
2797,ฉันปวดที่ใบหน้าข้างซ้าย,21,ปวดศีรษะ,,
2798,ฉันมีอาการปวดหัวมึนมึนครับ,21,ปวดศีรษะ,,
2799,ฉันมีอาการปวดรอบหัวเลย,21,ปวดศีรษะ,,
2800,ฉันมีอาการปวดหัวข้างขวาเลย,21,ปวดศีรษะ,,
2801,เวียนหัว,22,เวียนศีรษะ บ้านหมุน,,
2802,มีอาการวิงเวียน,22,เวียนศีรษะ บ้านหมุน,,
2803,รู้สึกโคลงเคลง,22,เวียนศีรษะ บ้านหมุน,,
2804,หน้ามืดตาลายคล้ายจะเป็นลม,22,เวียนศีรษะ บ้านหมุน,,
2805,บ้านหมุน,22,เวียนศีรษะ บ้านหมุน,,
2806,สิ่งรอบข้างหมุน,22,เวียนศีรษะ บ้านหมุน,,
2807,เมารถ,22,เวียนศีรษะ บ้านหมุน,,
2808,เมาเรือ,22,เวียนศีรษะ บ้านหมุน,,
2809,วงเวียน,22,เวียนศีรษะ บ้านหมุน,,
2810,อาการพะอึดพะอม,22,เวียนศีรษะ บ้านหมุน,,
2811,อาการเวียนหัว,22,เวียนศีรษะ บ้านหมุน,,
2812,มีอาการเวียนหัว,22,เวียนศีรษะ บ้านหมุน,,
2813,รู้สึกเวียนหัวโคลงเคลง,22,เวียนศีรษะ บ้านหมุน,,
2814,รู้สึกเวียนหัวแบบโคลงเคลง,22,เวียนศีรษะ บ้านหมุน,,
2815,มีอาการหน้ามืดตาลายคล้ายจะเป็นลม,22,เวียนศีรษะ บ้านหมุน,,
2816,มีอาการบ้านหมุน,22,เวียนศีรษะ บ้านหมุน,,
2817,มีอาการสิ่งรอบข้างหมุน,22,เวียนศีรษะ บ้านหมุน,,
2818,มีอาการเมารถ,22,เวียนศีรษะ บ้านหมุน,,
2819,มีอาการเมาเรือ,22,เวียนศีรษะ บ้านหมุน,,
2820,มีอาการวิงเวียน,22,เวียนศีรษะ บ้านหมุน,,
2821,มีอาการพะอึดพะอม,22,เวียนศีรษะ บ้านหมุน,,
2822,เวียนศีรษะ,22,เวียนศีรษะ บ้านหมุน,,
2823,อาการเวียนศีรษะ,22,เวียนศีรษะ บ้านหมุน,,
2824,มีอาการเวียนศีรษะ,22,เวียนศีรษะ บ้านหมุน,,
2825,รู้สึกเวียนศีรษะโคลงเคลง,22,เวียนศีรษะ บ้านหมุน,,
2826,รู้สึกเวียนศีรษะแบบโคลงเคลง,22,เวียนศีรษะ บ้านหมุน,,
2827,รู้สึกเวียนหัวมากเลยครับ,22,เวียนศีรษะ บ้านหมุน,,
2828,รู้สึกเวียนหัว,22,เวียนศีรษะ บ้านหมุน,,
2829,วิงเวียนศีรษะ,22,เวียนศีรษะ บ้านหมุน,,
2830,รู้สึกเวียนศีรษะมากเลยครับ,22,เวียนศีรษะ บ้านหมุน,,
2831,รู้สึกเวียนศีรษะ,22,เวียนศีรษะ บ้านหมุน,,
2832,วิงเวียนหัว,22,เวียนศีรษะ บ้านหมุน,,
2833,หัวมีอาการวิงเวียน,22,เวียนศีรษะ บ้านหมุน,,
2834,ศีรษะมีอาการวิงเวียน,22,เวียนศีรษะ บ้านหมุน,,
2835,มีอาการวิงเวียนศีรษะ,22,เวียนศีรษะ บ้านหมุน,,
2836,มีอาการวิงเวียนหัว,22,เวียนศีรษะ บ้านหมุน,,
2837,มีอาการบ้านหมุนทำให้เวียนหัว,22,เวียนศีรษะ บ้านหมุน,,
2838,วิงเวียนหัวแบบบ้านหมุน,22,เวียนศีรษะ บ้านหมุน,,
2839,เวียนหัวรู้สึกโคลงเคลง,22,เวียนศีรษะ บ้านหมุน,,
2840,ผมรู้สึกเวียนหัว,22,เวียนศีรษะ บ้านหมุน,,
2841,ผมรู้สึกเวียนศีรษะ,22,เวียนศีรษะ บ้านหมุน,,
2842,ผมรู้สึกโครงเคลงในหัว,22,เวียนศีรษะ บ้านหมุน,,
