ID,Data_Text,Result
1443,วันนี้ผมมาบริจาคโลหิต,บริจาคเลือด
1444,วันนี้ผมมาบริจาคเม็ดเลือด,บริจาคเลือด
1445,วันนี้ผมมาบริจาคเม็ดโลหิต,บริจาคเลือด
1446,วันนี้ผมมาบริจาคเกล็ดเลือด,บริจาคเลือด
1447,วันนี้ผมมาบริจาคเกล็ดโลหิต,บริจาคเลือด
1448,วันนี้ผมมาบริจาคเม็ดเลือดแดง,บริจาคเลือด
1449,วันนี้ผมมาบริจาคเม็ดโลหิต,บริจาคเลือด
1450,วันนี้ผมมาบริจาคพลาสมา,บริจาคเลือด
1451,วันนี้ผมมาบริจาคน้ำพลาสมา,บริจาคเลือด
1452,วันนี้ผมมาบริจาคน้ำโลหิต,บริจาคเลือด
1453,วันนี้ผมมาบริจาคน้ำเลือด,บริจาคเลือด
1454,วันนี้ผมมาบริจาคเลือดแดง,บริจาคเลือด
1455,วันนี้ผมมาบริจาคเลือดโลหิต,บริจาคเลือด
1456,วันนี้ผมมาบริจาคเกล็ดพลาสมา,บริจาคเลือด
1457,วันนี้ผมมาบริจาคเลือดพลาสมา,บริจาคเลือด
1458,วันนี้ผมบริจาคเลือด,บริจาคเลือด
1459,วันนี้ผมบริจาคโลหิต,บริจาคเลือด
1460,วันนี้ผมบริจาคเม็ดเลือด,บริจาคเลือด
1461,วันนี้ผมบริจาคเม็ดโลหิต,บริจาคเลือด
1462,วันนี้ผมบริจาคเกล็ดเลือด,บริจาคเลือด
1463,วันนี้ผมบริจาคเกล็ดโลหิต,บริจาคเลือด
1464,วันนี้ผมบริจาคเม็ดเลือดแดง,บริจาคเลือด
1465,วันนี้ผมบริจาคเม็ดโลหิต,บริจาคเลือด
1466,วันนี้ผมบริจาคพลาสมา,บริจาคเลือด
1467,วันนี้ผมบริจาคน้ำพลาสมา,บริจาคเลือด
1468,วันนี้ผมบริจาคน้ำโลหิต,บริจาคเลือด
1469,วันนี้ผมบริจาคน้ำเลือด,บริจาคเลือด
1470,วันนี้ผมบริจาคเลือดแดง,บริจาคเลือด
1471,วันนี้ผมบริจาคเลือดโลหิต,บริจาคเลือด
1472,วันนี้ผมบริจาคเกล็ดพลาสมา,บริจาคเลือด
1473,วันนี้ผมบริจาคเลือดพลาสมา,บริจาคเลือด
1474,วันนี้ผมมาให้เลือด,บริจาคเลือด
1475,วันนี้ผมมาให้โลหิต,บริจาคเลือด
1476,วันนี้ผมมาให้เม็ดเลือด,บริจาคเลือด
1477,วันนี้ผมมาให้เม็ดโลหิต,บริจาคเลือด
1478,วันนี้ผมมาให้เกล็ดเลือด,บริจาคเลือด
1479,วันนี้ผมมาให้เกล็ดโลหิต,บริจาคเลือด
1480,วันนี้ผมมาให้เม็ดเลือดแดง,บริจาคเลือด
1481,วันนี้ผมมาให้เม็ดโลหิต,บริจาคเลือด
1482,วันนี้ผมมาให้พลาสมา,บริจาคเลือด
1483,วันนี้ผมมาให้น้ำพลาสมา,บริจาคเลือด
1484,วันนี้ผมมาให้น้ำโลหิต,บริจาคเลือด
1485,วันนี้ผมมาให้น้ำเลือด,บริจาคเลือด
1486,วันนี้ผมมาให้เลือดแดง,บริจาคเลือด
1487,วันนี้ผมมาให้เลือดโลหิต,บริจาคเลือด
1488,วันนี้ผมมาให้เกล็ดพลาสมา,บริจาคเลือด
1489,วันนี้ผมมาให้เลือดพลาสมา,บริจาคเลือด
1490,วันนี้ผมให้เลือด,บริจาคเลือด
1491,วันนี้ผมให้โลหิต,บริจาคเลือด
1492,วันนี้ผมให้เม็ดเลือด,บริจาคเลือด
1493,วันนี้ผมให้เม็ดโลหิต,บริจาคเลือด
1494,วันนี้ผมให้เกล็ดเลือด,บริจาคเลือด
1495,วันนี้ผมให้เกล็ดโลหิต,บริจาคเลือด
1496,วันนี้ผมให้เม็ดเลือดแดง,บริจาคเลือด
1497,วันนี้ผมให้เม็ดโลหิต,บริจาคเลือด
1498,วันนี้ผมให้พลาสมา,บริจาคเลือด
1499,วันนี้ผมให้น้ำพลาสมา,บริจาคเลือด
1500,วันนี้ผมให้น้ำโลหิต,บริจาคเลือด
1501,วันนี้ผมให้น้ำเลือด,บริจาคเลือด
1502,วันนี้ผมให้เลือดแดง,บริจาคเลือด
1503,วันนี้ผมให้เลือดโลหิต,บริจาคเลือด
1504,วันนี้ผมให้เกล็ดพลาสมา,บริจาคเลือด
1505,วันนี้ผมให้เลือดพลาสมา,บริจาคเลือด
1506,วันนี้ผมแบ่งเลือด,บริจาคเลือด
1507,วันนี้ผมแบ่งโลหิต,บริจาคเลือด
1508,วันนี้ผมแบ่งเม็ดเลือด,บริจาคเลือด
1509,วันนี้ผมแบ่งเม็ดโลหิต,บริจาคเลือด
1510,วันนี้ผมแบ่งเกล็ดเลือด,บริจาคเลือด
1511,วันนี้ผมแบ่งเกล็ดโลหิต,บริจาคเลือด
1512,วันนี้ผมแบ่งเม็ดเลือดแดง,บริจาคเลือด
1513,วันนี้ผมแบ่งเม็ดโลหิต,บริจาคเลือด
1514,วันนี้ผมแบ่งพลาสมา,บริจาคเลือด
1515,วันนี้ผมแบ่งน้ำพลาสมา,บริจาคเลือด
1516,วันนี้ผมแบ่งน้ำโลหิต,บริจาคเลือด
1517,วันนี้ผมแบ่งน้ำเลือด,บริจาคเลือด
1518,วันนี้ผมแบ่งเลือดแดง,บริจาคเลือด
1519,วันนี้ผมแบ่งเลือดโลหิต,บริจาคเลือด
1520,วันนี้ผมแบ่งเกล็ดพลาสมา,บริจาคเลือด
1521,วันนี้ผมแบ่งเลือดพลาสมา,บริจาคเลือด
1522,ตอนนี้ผมมาบริจาคเลือด,บริจาคเลือด
1523,ตอนนี้ผมมาบริจาคโลหิต,บริจาคเลือด
1524,ตอนนี้ผมมาบริจาคเม็ดเลือด,บริจาคเลือด
1525,ตอนนี้ผมมาบริจาคเม็ดโลหิต,บริจาคเลือด
1526,ตอนนี้ผมมาบริจาคเกล็ดเลือด,บริจาคเลือด
1527,ตอนนี้ผมมาบริจาคเกล็ดโลหิต,บริจาคเลือด
1528,ตอนนี้ผมมาบริจาคเม็ดเลือดแดง,บริจาคเลือด
1529,ตอนนี้ผมมาบริจาคเม็ดโลหิต,บริจาคเลือด
1530,ตอนนี้ผมมาบริจาคพลาสมา,บริจาคเลือด
1531,ตอนนี้ผมมาบริจาคน้ำพลาสมา,บริจาคเลือด
1532,ตอนนี้ผมมาบริจาคน้ำโลหิต,บริจาคเลือด
1533,ตอนนี้ผมมาบริจาคน้ำเลือด,บริจาคเลือด
1534,ตอนนี้ผมมาบริจาคเลือดแดง,บริจาคเลือด
1535,ตอนนี้ผมมาบริจาคเลือดโลหิต,บริจาคเลือด
1536,ตอนนี้ผมมาบริจาคเกล็ดพลาสมา,บริจาคเลือด
1537,ตอนนี้ผมมาบริจาคเลือดพลาสมา,บริจาคเลือด
1538,ตอนนี้ผมบริจาคเลือด,บริจาคเลือด
1539,ตอนนี้ผมบริจาคโลหิต,บริจาคเลือด
1540,ตอนนี้ผมบริจาคเม็ดเลือด,บริจาคเลือด
1541,ตอนนี้ผมบริจาคเม็ดโลหิต,บริจาคเลือด
1542,ตอนนี้ผมบริจาคเกล็ดเลือด,บริจาคเลือด
1543,ตอนนี้ผมบริจาคเกล็ดโลหิต,บริจาคเลือด
1544,ตอนนี้ผมบริจาคเม็ดเลือดแดง,บริจาคเลือด
1545,ตอนนี้ผมบริจาคเม็ดโลหิต,บริจาคเลือด
1546,ตอนนี้ผมบริจาคพลาสมา,บริจาคเลือด
1547,ตอนนี้ผมบริจาคน้ำพลาสมา,บริจาคเลือด
1548,ตอนนี้ผมบริจาคน้ำโลหิต,บริจาคเลือด
1549,ตอนนี้ผมบริจาคน้ำเลือด,บริจาคเลือด
1550,ตอนนี้ผมบริจาคเลือดแดง,บริจาคเลือด
1551,ตอนนี้ผมบริจาคเลือดโลหิต,บริจาคเลือด
1552,ตอนนี้ผมบริจาคเกล็ดพลาสมา,บริจาคเลือด
1553,ตอนนี้ผมบริจาคเลือดพลาสมา,บริจาคเลือด
1554,ตอนนี้ผมมาให้เลือด,บริจาคเลือด
1555,ตอนนี้ผมมาให้โลหิต,บริจาคเลือด
1556,ตอนนี้ผมมาให้เม็ดเลือด,บริจาคเลือด
1557,ตอนนี้ผมมาให้เม็ดโลหิต,บริจาคเลือด
1558,ตอนนี้ผมมาให้เกล็ดเลือด,บริจาคเลือด
1559,ตอนนี้ผมมาให้เกล็ดโลหิต,บริจาคเลือด
1560,ตอนนี้ผมมาให้เม็ดเลือดแดง,บริจาคเลือด
1561,ตอนนี้ผมมาให้เม็ดโลหิต,บริจาคเลือด
1562,ตอนนี้ผมมาให้พลาสมา,บริจาคเลือด
1563,ตอนนี้ผมมาให้น้ำพลาสมา,บริจาคเลือด
1564,ตอนนี้ผมมาให้น้ำโลหิต,บริจาคเลือด
1565,ตอนนี้ผมมาให้น้ำเลือด,บริจาคเลือด
1566,ตอนนี้ผมมาให้เลือดแดง,บริจาคเลือด
1567,ตอนนี้ผมมาให้เลือดโลหิต,บริจาคเลือด
1568,ตอนนี้ผมมาให้เกล็ดพลาสมา,บริจาคเลือด
1569,ตอนนี้ผมมาให้เลือดพลาสมา,บริจาคเลือด
1570,ตอนนี้ผมให้เลือด,บริจาคเลือด
1571,ตอนนี้ผมให้โลหิต,บริจาคเลือด
1572,ตอนนี้ผมให้เม็ดเลือด,บริจาคเลือด
1573,ตอนนี้ผมให้เม็ดโลหิต,บริจาคเลือด
1574,ตอนนี้ผมให้เกล็ดเลือด,บริจาคเลือด
1575,ตอนนี้ผมให้เกล็ดโลหิต,บริจาคเลือด
1576,ตอนนี้ผมให้เม็ดเลือดแดง,บริจาคเลือด
1577,ตอนนี้ผมให้เม็ดโลหิต,บริจาคเลือด
1578,ตอนนี้ผมให้พลาสมา,บริจาคเลือด
1579,ตอนนี้ผมให้น้ำพลาสมา,บริจาคเลือด
1580,ตอนนี้ผมให้น้ำโลหิต,บริจาคเลือด
1581,ตอนนี้ผมให้น้ำเลือด,บริจาคเลือด
1582,ตอนนี้ผมให้เลือดแดง,บริจาคเลือด
1583,ตอนนี้ผมให้เลือดโลหิต,บริจาคเลือด
1584,ตอนนี้ผมให้เกล็ดพลาสมา,บริจาคเลือด
1585,ตอนนี้ผมให้เลือดพลาสมา,บริจาคเลือด
1586,ตอนนี้ผมแบ่งเลือด,บริจาคเลือด
1587,ตอนนี้ผมแบ่งโลหิต,บริจาคเลือด
1588,ตอนนี้ผมแบ่งเม็ดเลือด,บริจาคเลือด
1589,ตอนนี้ผมแบ่งเม็ดโลหิต,บริจาคเลือด
1590,ตอนนี้ผมแบ่งเกล็ดเลือด,บริจาคเลือด
1591,ตอนนี้ผมแบ่งเกล็ดโลหิต,บริจาคเลือด
1592,ตอนนี้ผมแบ่งเม็ดเลือดแดง,บริจาคเลือด
1593,ตอนนี้ผมแบ่งเม็ดโลหิต,บริจาคเลือด
1594,ตอนนี้ผมแบ่งพลาสมา,บริจาคเลือด
1595,ตอนนี้ผมแบ่งน้ำพลาสมา,บริจาคเลือด
1596,ตอนนี้ผมแบ่งน้ำโลหิต,บริจาคเลือด
1597,ตอนนี้ผมแบ่งน้ำเลือด,บริจาคเลือด
1598,ตอนนี้ผมแบ่งเลือดแดง,บริจาคเลือด
1599,ตอนนี้ผมแบ่งเลือดโลหิต,บริจาคเลือด
1600,ตอนนี้ผมแบ่งเกล็ดพลาสมา,บริจาคเลือด
1601,ตอนนี้ผมแบ่งเลือดพลาสมา,บริจาคเลือด
1602,ตอนนี้ฉันมาบริจาคเลือด,บริจาคเลือด
1603,ตอนนี้ฉันมาบริจาคโลหิต,บริจาคเลือด
1604,ตอนนี้ฉันมาบริจาคเม็ดเลือด,บริจาคเลือด
1605,ตอนนี้ฉันมาบริจาคเม็ดโลหิต,บริจาคเลือด
1606,ตอนนี้ฉันมาบริจาคเกล็ดเลือด,บริจาคเลือด
1607,ตอนนี้ฉันมาบริจาคเกล็ดโลหิต,บริจาคเลือด
1608,ตอนนี้ฉันมาบริจาคเม็ดเลือดแดง,บริจาคเลือด
1609,ตอนนี้ฉันมาบริจาคเม็ดโลหิต,บริจาคเลือด
1610,ตอนนี้ฉันมาบริจาคพลาสมา,บริจาคเลือด
1611,ตอนนี้ฉันมาบริจาคน้ำพลาสมา,บริจาคเลือด
1612,ตอนนี้ฉันมาบริจาคน้ำโลหิต,บริจาคเลือด
1613,ตอนนี้ฉันมาบริจาคน้ำเลือด,บริจาคเลือด
1614,ตอนนี้ฉันมาบริจาคเลือดแดง,บริจาคเลือด
1615,ตอนนี้ฉันมาบริจาคเลือดโลหิต,บริจาคเลือด
1616,ตอนนี้ฉันมาบริจาคเกล็ดพลาสมา,บริจาคเลือด
1617,ตอนนี้ฉันมาบริจาคเลือดพลาสมา,บริจาคเลือด
1618,ตอนนี้ฉันบริจาคเลือด,บริจาคเลือด
1619,ตอนนี้ฉันบริจาคโลหิต,บริจาคเลือด
1620,ตอนนี้ฉันบริจาคเม็ดเลือด,บริจาคเลือด
1621,ตอนนี้ฉันบริจาคเม็ดโลหิต,บริจาคเลือด
1622,ตอนนี้ฉันบริจาคเกล็ดเลือด,บริจาคเลือด
1623,ตอนนี้ฉันบริจาคเกล็ดโลหิต,บริจาคเลือด
1624,ตอนนี้ฉันบริจาคเม็ดเลือดแดง,บริจาคเลือด
1625,ตอนนี้ฉันบริจาคเม็ดโลหิต,บริจาคเลือด
1626,ตอนนี้ฉันบริจาคพลาสมา,บริจาคเลือด
1627,ตอนนี้ฉันบริจาคน้ำพลาสมา,บริจาคเลือด
1628,ตอนนี้ฉันบริจาคน้ำโลหิต,บริจาคเลือด
1629,ตอนนี้ฉันบริจาคน้ำเลือด,บริจาคเลือด
1630,ตอนนี้ฉันบริจาคเลือดแดง,บริจาคเลือด
1631,ตอนนี้ฉันบริจาคเลือดโลหิต,บริจาคเลือด
1632,ตอนนี้ฉันบริจาคเกล็ดพลาสมา,บริจาคเลือด
1633,ตอนนี้ฉันบริจาคเลือดพลาสมา,บริจาคเลือด
1634,ตอนนี้ฉันมาให้เลือด,บริจาคเลือด
1635,ตอนนี้ฉันมาให้โลหิต,บริจาคเลือด
1636,ตอนนี้ฉันมาให้เม็ดเลือด,บริจาคเลือด
1637,ตอนนี้ฉันมาให้เม็ดโลหิต,บริจาคเลือด
1638,ตอนนี้ฉันมาให้เกล็ดเลือด,บริจาคเลือด
1639,ตอนนี้ฉันมาให้เกล็ดโลหิต,บริจาคเลือด
1640,ตอนนี้ฉันมาให้เม็ดเลือดแดง,บริจาคเลือด
1641,ตอนนี้ฉันมาให้เม็ดโลหิต,บริจาคเลือด
1642,ตอนนี้ฉันมาให้พลาสมา,บริจาคเลือด
1643,ตอนนี้ฉันมาให้น้ำพลาสมา,บริจาคเลือด
1644,ตอนนี้ฉันมาให้น้ำโลหิต,บริจาคเลือด
1645,ตอนนี้ฉันมาให้น้ำเลือด,บริจาคเลือด
1646,ตอนนี้ฉันมาให้เลือดแดง,บริจาคเลือด
1647,ตอนนี้ฉันมาให้เลือดโลหิต,บริจาคเลือด
1648,ตอนนี้ฉันมาให้เกล็ดพลาสมา,บริจาคเลือด
1649,ตอนนี้ฉันมาให้เลือดพลาสมา,บริจาคเลือด
1650,ตอนนี้ฉันให้เลือด,บริจาคเลือด
1651,ตอนนี้ฉันให้โลหิต,บริจาคเลือด
1652,ตอนนี้ฉันให้เม็ดเลือด,บริจาคเลือด
1653,ตอนนี้ฉันให้เม็ดโลหิต,บริจาคเลือด
1654,ตอนนี้ฉันให้เกล็ดเลือด,บริจาคเลือด
1655,ตอนนี้ฉันให้เกล็ดโลหิต,บริจาคเลือด
1656,ตอนนี้ฉันให้เม็ดเลือดแดง,บริจาคเลือด
1657,ตอนนี้ฉันให้เม็ดโลหิต,บริจาคเลือด
1658,ตอนนี้ฉันให้พลาสมา,บริจาคเลือด
1659,ตอนนี้ฉันให้น้ำพลาสมา,บริจาคเลือด
1660,ตอนนี้ฉันให้น้ำโลหิต,บริจาคเลือด
1661,ตอนนี้ฉันให้น้ำเลือด,บริจาคเลือด
1662,ตอนนี้ฉันให้เลือดแดง,บริจาคเลือด
1663,ตอนนี้ฉันให้เลือดโลหิต,บริจาคเลือด
1664,ตอนนี้ฉันให้เกล็ดพลาสมา,บริจาคเลือด
1665,ตอนนี้ฉันให้เลือดพลาสมา,บริจาคเลือด
1666,ตอนนี้ฉันแบ่งเลือด,บริจาคเลือด
1667,ตอนนี้ฉันแบ่งโลหิต,บริจาคเลือด
1668,ตอนนี้ฉันแบ่งเม็ดเลือด,บริจาคเลือด
1669,ตอนนี้ฉันแบ่งเม็ดโลหิต,บริจาคเลือด
1670,ตอนนี้ฉันแบ่งเกล็ดเลือด,บริจาคเลือด
1671,ตอนนี้ฉันแบ่งเกล็ดโลหิต,บริจาคเลือด
1672,ตอนนี้ฉันแบ่งเม็ดเลือดแดง,บริจาคเลือด
1673,ตอนนี้ฉันแบ่งเม็ดโลหิต,บริจาคเลือด
1674,ตอนนี้ฉันแบ่งพลาสมา,บริจาคเลือด
1675,ตอนนี้ฉันแบ่งน้ำพลาสมา,บริจาคเลือด
1676,ตอนนี้ฉันแบ่งน้ำโลหิต,บริจาคเลือด
1677,ตอนนี้ฉันแบ่งน้ำเลือด,บริจาคเลือด
1678,ตอนนี้ฉันแบ่งเลือดแดง,บริจาคเลือด
1679,ตอนนี้ฉันแบ่งเลือดโลหิต,บริจาคเลือด
1680,ตอนนี้ฉันแบ่งเกล็ดพลาสมา,บริจาคเลือด
1681,ตอนนี้ฉันแบ่งเลือดพลาสมา,บริจาคเลือด
1682,ดิฉันมาบริจาคเลือด,บริจาคเลือด
1683,ดิฉันมาบริจาคโลหิต,บริจาคเลือด
1684,ดิฉันมาบริจาคเม็ดเลือด,บริจาคเลือด
1685,ดิฉันมาบริจาคเม็ดโลหิต,บริจาคเลือด
1686,ดิฉันมาบริจาคเกล็ดเลือด,บริจาคเลือด
1687,ดิฉันมาบริจาคเกล็ดโลหิต,บริจาคเลือด
1688,ดิฉันมาบริจาคเม็ดเลือดแดง,บริจาคเลือด
1689,ดิฉันมาบริจาคเม็ดโลหิต,บริจาคเลือด
1690,ดิฉันมาบริจาคพลาสมา,บริจาคเลือด
1691,ดิฉันมาบริจาคน้ำพลาสมา,บริจาคเลือด
1692,ดิฉันมาบริจาคน้ำโลหิต,บริจาคเลือด
1693,ดิฉันมาบริจาคน้ำเลือด,บริจาคเลือด
1694,ดิฉันมาบริจาคเลือดแดง,บริจาคเลือด
1695,ดิฉันมาบริจาคเลือดโลหิต,บริจาคเลือด
1696,ดิฉันมาบริจาคเกล็ดพลาสมา,บริจาคเลือด
1697,ดิฉันมาบริจาคเลือดพลาสมา,บริจาคเลือด
1698,ดิฉันบริจาคเลือด,บริจาคเลือด
1699,ดิฉันบริจาคโลหิต,บริจาคเลือด
1700,ดิฉันบริจาคเม็ดเลือด,บริจาคเลือด
1701,ดิฉันบริจาคเม็ดโลหิต,บริจาคเลือด
1702,ดิฉันบริจาคเกล็ดเลือด,บริจาคเลือด
1703,ดิฉันบริจาคเกล็ดโลหิต,บริจาคเลือด
1704,ดิฉันบริจาคเม็ดเลือดแดง,บริจาคเลือด
1705,ดิฉันบริจาคเม็ดโลหิต,บริจาคเลือด
1706,ดิฉันบริจาคพลาสมา,บริจาคเลือด
1707,ดิฉันบริจาคน้ำพลาสมา,บริจาคเลือด
1708,ดิฉันบริจาคน้ำโลหิต,บริจาคเลือด
1709,ดิฉันบริจาคน้ำเลือด,บริจาคเลือด
1710,ดิฉันบริจาคเลือดแดง,บริจาคเลือด
1711,ดิฉันบริจาคเลือดโลหิต,บริจาคเลือด
1712,ดิฉันบริจาคเกล็ดพลาสมา,บริจาคเลือด
1713,ดิฉันบริจาคเลือดพลาสมา,บริจาคเลือด
1714,ดิฉันมาให้เลือด,บริจาคเลือด
1715,ดิฉันมาให้โลหิต,บริจาคเลือด
1716,ดิฉันมาให้เม็ดเลือด,บริจาคเลือด
1717,ดิฉันมาให้เม็ดโลหิต,บริจาคเลือด
1718,ดิฉันมาให้เกล็ดเลือด,บริจาคเลือด
1719,ดิฉันมาให้เกล็ดโลหิต,บริจาคเลือด
1720,ดิฉันมาให้เม็ดเลือดแดง,บริจาคเลือด
1721,ดิฉันมาให้เม็ดโลหิต,บริจาคเลือด
1722,ดิฉันมาให้พลาสมา,บริจาคเลือด
1723,ดิฉันมาให้น้ำพลาสมา,บริจาคเลือด
1724,ดิฉันมาให้น้ำโลหิต,บริจาคเลือด
1725,ดิฉันมาให้น้ำเลือด,บริจาคเลือด
1726,ดิฉันมาให้เลือดแดง,บริจาคเลือด
1727,ดิฉันมาให้เลือดโลหิต,บริจาคเลือด
1728,ดิฉันมาให้เกล็ดพลาสมา,บริจาคเลือด
1729,ดิฉันมาให้เลือดพลาสมา,บริจาคเลือด
1730,ดิฉันให้เลือด,บริจาคเลือด
1731,ดิฉันให้โลหิต,บริจาคเลือด
1732,ดิฉันให้เม็ดเลือด,บริจาคเลือด
1733,ดิฉันให้เม็ดโลหิต,บริจาคเลือด
1734,ดิฉันให้เกล็ดเลือด,บริจาคเลือด
1735,ดิฉันให้เกล็ดโลหิต,บริจาคเลือด
1736,ดิฉันให้เม็ดเลือดแดง,บริจาคเลือด
1737,ดิฉันให้เม็ดโลหิต,บริจาคเลือด
1738,ดิฉันให้พลาสมา,บริจาคเลือด
1739,ดิฉันให้น้ำพลาสมา,บริจาคเลือด
1740,ดิฉันให้น้ำโลหิต,บริจาคเลือด
1741,ดิฉันให้น้ำเลือด,บริจาคเลือด
1742,ดิฉันให้เลือดแดง,บริจาคเลือด
1743,ดิฉันให้เลือดโลหิต,บริจาคเลือด
1744,ดิฉันให้เกล็ดพลาสมา,บริจาคเลือด
1745,ดิฉันให้เลือดพลาสมา,บริจาคเลือด
1746,ดิฉันแบ่งเลือด,บริจาคเลือด
1747,ดิฉันแบ่งโลหิต,บริจาคเลือด
1748,ดิฉันแบ่งเม็ดเลือด,บริจาคเลือด
1749,ดิฉันแบ่งเม็ดโลหิต,บริจาคเลือด
1750,ดิฉันแบ่งเกล็ดเลือด,บริจาคเลือด
1751,ดิฉันแบ่งเกล็ดโลหิต,บริจาคเลือด
1752,ดิฉันแบ่งเม็ดเลือดแดง,บริจาคเลือด
1753,ดิฉันแบ่งเม็ดโลหิต,บริจาคเลือด
1754,ดิฉันแบ่งพลาสมา,บริจาคเลือด
1755,ดิฉันแบ่งน้ำพลาสมา,บริจาคเลือด
1756,ดิฉันแบ่งน้ำโลหิต,บริจาคเลือด
1757,ดิฉันแบ่งน้ำเลือด,บริจาคเลือด
1758,ดิฉันแบ่งเลือดแดง,บริจาคเลือด
1759,ดิฉันแบ่งเลือดโลหิต,บริจาคเลือด
1760,ดิฉันแบ่งเกล็ดพลาสมา,บริจาคเลือด
1761,ดิฉันแบ่งเลือดพลาสมา,บริจาคเลือด
1762,เรามาบริจาคเลือด,บริจาคเลือด
1763,เรามาบริจาคโลหิต,บริจาคเลือด
1764,เรามาบริจาคเม็ดเลือด,บริจาคเลือด
1765,เรามาบริจาคเม็ดโลหิต,บริจาคเลือด
1766,เรามาบริจาคเกล็ดเลือด,บริจาคเลือด
1767,เรามาบริจาคเกล็ดโลหิต,บริจาคเลือด
1768,เรามาบริจาคเม็ดเลือดแดง,บริจาคเลือด
1769,เรามาบริจาคเม็ดโลหิต,บริจาคเลือด
1770,เรามาบริจาคพลาสมา,บริจาคเลือด
1771,เรามาบริจาคน้ำพลาสมา,บริจาคเลือด
1772,เรามาบริจาคน้ำโลหิต,บริจาคเลือด
1773,เรามาบริจาคน้ำเลือด,บริจาคเลือด
1774,เรามาบริจาคเลือดแดง,บริจาคเลือด
1775,เรามาบริจาคเลือดโลหิต,บริจาคเลือด
1776,เรามาบริจาคเกล็ดพลาสมา,บริจาคเลือด
1777,เรามาบริจาคเลือดพลาสมา,บริจาคเลือด
1778,เราบริจาคเลือด,บริจาคเลือด
1779,เราบริจาคโลหิต,บริจาคเลือด
1780,เราบริจาคเม็ดเลือด,บริจาคเลือด
1781,เราบริจาคเม็ดโลหิต,บริจาคเลือด
1782,เราบริจาคเกล็ดเลือด,บริจาคเลือด
1783,เราบริจาคเกล็ดโลหิต,บริจาคเลือด
1784,เราบริจาคเม็ดเลือดแดง,บริจาคเลือด
1785,เราบริจาคเม็ดโลหิต,บริจาคเลือด
1786,เราบริจาคพลาสมา,บริจาคเลือด
1787,เราบริจาคน้ำพลาสมา,บริจาคเลือด
1788,เราบริจาคน้ำโลหิต,บริจาคเลือด
1789,เราบริจาคน้ำเลือด,บริจาคเลือด
1790,เราบริจาคเลือดแดง,บริจาคเลือด
1791,เราบริจาคเลือดโลหิต,บริจาคเลือด
1792,เราบริจาคเกล็ดพลาสมา,บริจาคเลือด
1793,เราบริจาคเลือดพลาสมา,บริจาคเลือด
1794,เรามาให้เลือด,บริจาคเลือด
1795,เรามาให้โลหิต,บริจาคเลือด
1796,เรามาให้เม็ดเลือด,บริจาคเลือด
1797,เรามาให้เม็ดโลหิต,บริจาคเลือด
1798,เรามาให้เกล็ดเลือด,บริจาคเลือด
1799,เรามาให้เกล็ดโลหิต,บริจาคเลือด
1800,เรามาให้เม็ดเลือดแดง,บริจาคเลือด
1801,เรามาให้เม็ดโลหิต,บริจาคเลือด
1802,ผมมาหาหมอวันนี้,หมอนัด
1803,ผมมาหาหมอวันนี้จะต้องรับการรักษา,หมอนัด
1804,ผมมาหาหมอวันนี้มารับยา,หมอนัด
1805,ผมมาหาหมอวันนี้มาฉีดยา,หมอนัด
1806,ผมมาหาหมอ,หมอนัด
1807,ผมหมอนัดวันนี้,หมอนัด
1808,ผมหมอนัดวันนี้จะต้องรับการรักษา,หมอนัด
1809,ผมหมอนัดวันนี้มารับยา,หมอนัด
1810,ผมหมอนัดวันนี้มาฉีดยา,หมอนัด
1811,ผมหมอนัด,หมอนัด
1812,ผมหมอเรียกมาวันนี้,หมอนัด
1813,ผมหมอเรียกมาวันนี้จะต้องรับการรักษา,หมอนัด
1814,ผมหมอเรียกมาวันนี้มารับยา,หมอนัด
1815,ผมหมอเรียกมาวันนี้มาฉีดยา,หมอนัด
1816,ผมหมอเรียกมา,หมอนัด
1817,ผมมาพบหมอวันนี้,หมอนัด
1818,ผมมาพบหมอวันนี้จะต้องรับการรักษา,หมอนัด
1819,ผมมาพบหมอวันนี้มารับยา,หมอนัด
1820,ผมมาพบหมอวันนี้มาฉีดยา,หมอนัด
1821,ผมมาพบหมอ,หมอนัด
1822,ผมมาพบปะกับหมอวันนี้,หมอนัด
1823,ผมมาพบปะกับหมอวันนี้จะต้องรับการรักษา,หมอนัด
1824,ผมมาพบปะกับหมอวันนี้มารับยา,หมอนัด
1825,ผมมาพบปะกับหมอวันนี้มาฉีดยา,หมอนัด
1826,ผมมาพบปะกับหมอ,หมอนัด
1827,ผมหมอนัดหมายมาวันนี้,หมอนัด
1828,ผมหมอนัดหมายมาวันนี้จะต้องรับการรักษา,หมอนัด
1829,ผมหมอนัดหมายมาวันนี้มารับยา,หมอนัด
1830,ผมหมอนัดหมายมาวันนี้มาฉีดยา,หมอนัด
1831,ผมหมอนัดหมายมา,หมอนัด
1832,ผมหมอนัดพบวันนี้,หมอนัด
1833,ผมหมอนัดพบวันนี้จะต้องรับการรักษา,หมอนัด
1834,ผมหมอนัดพบวันนี้มารับยา,หมอนัด
1835,ผมหมอนัดพบวันนี้มาฉีดยา,หมอนัด
1836,ผมหมอนัดพบ,หมอนัด
1837,ผมแพทย์นัดพบวันนี้,หมอนัด
1838,ผมแพทย์นัดพบวันนี้จะต้องรับการรักษา,หมอนัด
1839,ผมแพทย์นัดพบวันนี้มารับยา,หมอนัด
